borrower_id,avg_monthly_income,income_volatility,cvd_residual_variance,liquidity_buffer_weeks,expense_income_ratio,round_trip_count,dormancy_score,weekly_std_ratio,festival_uplift_ratio
65e9f1df-4fca-466b-aa65-edebebc456d3,5761.65,0.436,0.9957,0.15,3.0804,0,0.9792,1.0791,0.1378
66316f03-9c98-4c64-bd2d-c14d0b097978,5734.2,0.2762,0.8134,0.12,3.1764,0,0.9774,0.6669,0.1164
66590b3a-f46e-47f2-ae21-67d914da2256,38573.83,0.2636,0.2508,0.43,1.835,33,0.9506,0.8197,0.0914
6665120a-b65a-428b-a556-798fffd7e00c,13770.21,0.6658,0.4738,0.31,2.7591,1,0.9752,2.9167,0.1082
6680612b-5848-44b7-bfe3-35e78bf5d08f,6508.71,0.343,0.1824,0.14,2.6541,0,0.9773,1.1728,0.107
6685ac48-1e83-4757-89b8-decdf3927ade,22828.48,0.453,1.1514,0.03,2.6663,0,0.9766,0.9696,0.099
66965d48-6b35-42e5-a2b7-101513bf3b65,12771.14,0.4216,0.4732,0.03,3.3127,0,0.9796,1.0714,0.1246
67726fe9-023e-475e-89c2-5c85d9f53bd3,10207.38,0.5029,0.7461,0.47,2.218,0,1.635,0.783,0.1408
6825f0ed-b4e6-4e87-bb63-2df132948049,5133.92,0.5947,1.1519,0.09,3.2533,0,0.9796,0.8941,0.172
682958b3-a374-4cbf-9b3e-86ae5dbf86be,12908.9,0.2894,1.3559,0.08,2.5605,0,0.9741,0.5604,0.1355
692cff0b-2dd5-4328-90dd-ac8c10c0e97e,20652.14,0.2478,0.5547,0.09,3.0735,0,0.983,0.9511,0.1125
6a319775-d9dc-4cf1-8169-cb30475c588e,15119.46,0.5918,1.0692,0.23,2.6036,0,0.9753,0.7811,0.1562
6a546843-509d-4869-90b3-cacad0bd6c7a,14231.15,0.4678,0.2615,0.1,2.5841,0,0.9834,0.83,0.0983
6b4b674d-23e4-48a3-8a3a-f51be39db4a3,18139.08,0.3933,0.8847,0.03,3.5997,0,0.9787,1.1157,0.1265
6b54ef4e-4764-43bc-8267-31be6611bc82,10507.95,0.7282,0.1104,0.5,2.0411,0,0.9817,3.5965,0.1076
6cf57a23-5fcd-474d-8de1-68f8d0227812,11967.79,0.4066,0.9542,0.2,2.8713,0,0.9783,2.4182,0.1307
6d0eb15d-2cbd-44d4-8bb4-cd15e9b048b2,11615.15,0.4819,0.6933,0.11,2.815,0,0.9756,0.6491,0.165
6dcb5191-0c98-4f43-b2c3-066fff20ed4e,19987.9,0.7336,0.0417,0.6,2.1901,3,0.978,4.2401,0.1703
6e211f9f-d2f2-43c6-95db-eb89fefd0190,14938.86,0.3807,0.8073,0.01,3.1051,0,0.9796,0.6356,0.1364
6e401a84-f898-4b80-8bfa-8c5e7ed304e1,15268.54,0.3132,0.6598,0.23,2.6378,0,0.9801,0.4326,0.1716
6e6c7d01-3bbf-4741-a43b-29f4838c72ac,4181.72,0.3798,0.2259,0.07,3.5304,0,0.9797,0.8559,0.1166
6e8185fd-fa0d-4b20-837e-ce84e78cd9f3,15367.15,0.384,0.6699,0.14,2.7316,0,0.9745,1.6347,0.1294
6ef1b007-2704-4c64-8795-05c69b6832ce,12857.73,0.4767,0.7945,0.16,2.4435,0,0.9851,0.9922,0.1387
6f6ed4c8-c8e1-4c5e-80fa-630fe8514fe4,12327.3,0.4483,1.027,0.12,2.8889,0,0.9812,0.7494,0.1622
6fcf54b6-6f17-4d6b-a48a-c3e3abaa7833,10244.96,0.2955,0.6405,0.08,2.8518,0,0.9808,0.828,0.1055
70455c21-b7a0-4e7f-a352-69e5c7455ce7,19468.77,0.3154,0.0451,0.06,3.4299,0,0.9786,1.2372,0.0858
710a57b8-8469-4ef0-b49e-503635b51127,18134.91,0.2627,0.8829,0.09,2.6058,0,0.9738,1.2494,0.1404
7114807f-408d-411b-a7ce-22427a41c3fb,4881.44,0.3264,0.6651,0.11,3.5976,0,0.9773,1.3439,0.199
7144c7d4-5d20-4fdd-bcf3-98d271cee98f,24729.67,0.4147,0.2577,0.1,2.7273,2,0.9778,1.3058,0.0885
71e692da-2489-40ea-8438-4c0a27d1fe59,7136.7,0.4963,0.4681,0.18,2.949,0,0.9787,0.996,0.1177
71f4cbf1-68e1-4caf-b80b-1a391aa47cfb,5993.44,0.4346,0.1746,0.13,3.1109,0,0.9821,1.8616,0.0946
7291482b-92d5-475f-b523-0c9bd87b4c50,10261.82,0.359,0.3917,0.1,2.8392,0,0.9765,0.8229,0.1046
72ec5a54-e7d6-4568-9faa-e9b6ef5b1d0e,2877.38,0.376,0.9199,0.46,3.3095,0,0.9796,1.5032,0.2287
73389cc4-4c00-4886-85de-ab0bf3eee3ae,3827.54,0.4747,0.4181,0.24,3.3109,0,0.7409,1.3483,0.1874
73a5bb57-c8b4-45d4-a8b7-c5989c891d7d,9872.72,0.5199,0.6289,0.08,3.0408,0,0.9805,0.6536,0.13
74e05a76-2465-4ec3-8ee5-50821329b778,10332.81,0.3771,0.6119,0.1,3.2603,0,0.9808,1.3556,0.1407
7554d79e-aa7a-43d5-9609-cf8c0a4fa252,18949.26,0.3345,0.8369,0.06,2.736,0,0.9806,0.8163,0.1069
75625cfc-98b7-442c-a76b-3822c146e739,16596.18,0.438,0.2557,0.04,3.3728,0,0.9799,0.7604,0.1317
756ee311-dc1a-4560-9a56-5d6cb1a18cb9,8415.36,0.5089,0.9247,0.12,3.013,0,0.975,0.9102,0.1329
764ed0c1-4b5e-4a56-8bef-12c869d645ab,12262.12,0.4026,0.2912,0.14,2.9626,0,0.9769,0.8885,0.121
769e5c0a-dd84-4951-b3aa-70b4c130cd1b,27521.15,0.2747,1.3901,0.93,1.8142,25,0.9891,0.9001,0.146
76b8c363-d249-4758-af86-8a2299e9943f,13028.51,1.3646,0.6193,4.24,1.2479,0,1.2611,6.5416,0.0974
7709849c-2536-4b78-a2d9-49d01cc37590,11701.2,0.4453,0.3696,0.13,2.9938,0,0.9831,1.0354,0.1053
77184f9c-fad4-43c5-a4ce-524b40da7b81,16963.13,0.4735,0.648,0.08,3.1266,0,0.9764,0.9889,0.1265
774ce19a-7f9e-49e1-b5fd-f3c4e5462493,12723.02,0.2496,0.9229,0.18,2.9412,0,0.9798,0.9951,0.1127
77936bf8-79a2-4afe-b9e6-0514116225c8,3532.22,0.5678,0.897,0.36,2.8739,0,0.6914,0.8699,0.1827
7799f4eb-a039-4770-b3a7-14c86b059e96,13535.98,0.3203,0.2325,0.08,2.5646,0,0.9841,0.7954,0.1055
783ec5d1-4cfe-447d-a002-c3b0935dd282,20328.56,0.3979,0.6532,0.05,2.9088,0,0.9821,0.9073,0.0896
7a24735b-dd3e-4d57-8b22-2d4bc3adc4b5,6293.02,0.4638,0.2975,0.07,3.1546,0,0.982,0.6348,0.1492
7ae255e1-600c-43da-948d-0ba022166b91,12051.58,0.4333,1.4543,0.24,2.8125,0,0.9787,1.303,0.1588
7d60b6ac-0f2f-4e06-9c89-db11752fe6ca,5232.44,0.439,0.0452,0.12,3.1072,0,0.983,0.7622,0.1687
7dea43df-1074-4f3d-9861-3f2f6c39f4f1,13003.52,0.3458,0.787,0.1,2.9853,0,0.9821,0.8348,0.1162
7e947d04-9c15-4061-97bb-9fafa8cb175d,13419.71,0.4384,0.5302,0.13,2.7797,0,0.9829,0.6664,0.1261
7fcf2850-cdd7-453b-917e-302e1db209d3,15661.35,0.3106,2.0314,0.07,2.9477,0,0.9766,0.9292,0.1153
7fcf35d8-4541-4cfc-9169-44463801034d,6687.14,0.3468,0.3969,0.05,3.3536,0,0.9809,1.0567,0.1245
802c9882-e701-4def-bc65-5088b6d49312,2918.96,0.6086,1.601,0.06,4.0473,0,0.9756,0.7716,0.2182
80ca47de-40c7-4c3c-9c73-91edd7548b24,8661.33,0.291,0.9313,0.03,3.7725,0,0.9826,1.0706,0.1345
816c61db-b33f-43af-888b-4ae267c6f6fd,13321.96,0.5924,1.0344,0.03,3.6209,0,0.9772,1.1235,0.1237
81972895-e9e9-45ac-8045-8731cc00efd8,15851.26,0.169,1.3553,0.06,3.2817,0,0.9774,1.1336,0.0928
81c1df1c-ba0f-439c-bd26-69ebb19960f6,10019.91,0.4086,0.474,0.13,2.8767,0,0.98,0.7034,0.1177
83617b79-c822-45df-bd1a-cfdad2b8b172,12802.03,0.5888,0.1866,0.03,2.9658,0,1.9397,1.2251,0.08
842ea159-be25-4f5b-9858-ab1389e27b68,5834.62,0.3694,0.447,0.14,3.1918,0,0.9774,1.8816,0.1263
856873a3-c8b2-4343-85cc-a624d8f8e1e3,37049.46,0.2017,0.9085,7.27,1.3738,36,0.9752,0.8749,0.0908
865fe6af-db5c-47f3-9810-5871a58d141a,9742.18,0.4663,0.8008,0.04,3.6207,0,0.982,0.6398,0.2271
86719ec1-18ea-4b6d-a804-8b348b66593f,13446.67,0.5155,0.5131,0.13,3.1758,0,1.8344,1.2134,0.1012
8695feee-30da-486b-b235-2d93f468ac3d,17497.16,0.3969,0.0693,0.08,2.4686,0,1.8649,1.0823,0.1207
86a67ee6-7540-4d3a-a921-876c7c310599,14088.83,1.2682,0.7641,2.23,1.5745,0,1.2702,5.3644,0.1365
86c98d52-ff4b-4e1a-b3cf-7df64abc9324,10980.13,0.6625,0.9612,0.15,3.1105,0,0.9814,1.2679,0.1869
8742050e-7200-42f7-830f-c337deac9a82,10006.72,0.4449,0.8327,0.19,2.8006,0,0.9851,1.2158,0.148
87641345-4a6d-495d-8dca-ad7a67c00a84,15837.42,0.4066,0.614,0.17,2.6332,0,0.9798,1.6697,0.1523
87c18ae1-a1bd-4acd-88f8-9f36f5f0c53f,17286.25,0.445,1.184,0.08,2.852,1,0.9826,1.4937,0.1466
87e40ef2-28bb-46cf-a554-8bb0f6bf8d10,10324.08,0.4284,0.579,0.18,2.9469,0,0.9789,0.7803,0.1319
88217b39-1b51-4ec1-8b4a-267d42433809,13098.64,0.2907,1.2977,0.09,3.1776,0,0.9786,1.0142,0.1208
88376afd-c9fa-46fb-826a-a6763c471766,10404.6,0.413,0.2318,0.12,2.8488,0,0.9854,0.8463,0.145
8850cffa-4c6c-441c-8b18-5b7137d969cd,14019.4,0.3961,0.7596,0.06,4.0139,1,0.9801,1.1354,0.1531
88841a88-afb6-4f66-8d22-434acf2e4602,7339.66,0.4472,0.4894,0.07,3.2617,0,0.9825,0.813,0.0991
88bb1893-4f47-47d3-b57d-c3f347a76fa2,16269.19,0.3954,0.3483,0.11,3.3026,0,0.9835,0.8957,0.104
88d81f99-4fe8-4d57-bd10-e3dfc8b51324,16869.73,0.4629,0.2977,0.23,2.6213,0,1.9596,1.1312,0.0818
89689b97-39af-4ce5-a509-fc2939be3406,16459.59,0.3948,1.1439,0.07,2.7397,0,0.9766,1.0486,0.1134
89d184e2-2bd4-4a19-86da-a0eca777c628,9981.96,0.4721,1.5295,0.15,2.6231,0,0.9789,0.7881,0.1265
89f99170-774c-467a-b246-6882505104ad,24562.24,0.4137,1.3963,0.08,2.8723,1,0.9771,1.2386,0.1055
8a15717b-799d-495c-ac04-6679776f67c1,6595.52,0.3167,0.52,0.17,3.3027,0,0.9762,0.9806,0.1034
8a5565a5-73b3-4e9d-a3cb-fd788ed09ccd,15113.15,0.3254,0.642,0.09,2.985,0,0.9849,1.041,0.1391
8aac942d-8587-4c37-80af-6b69a6047514,13548.44,0.4681,1.037,0.05,3.0463,0,0.9771,0.9153,0.1224
8af50a9d-51b5-4b7c-9f1d-1f7f7a63fcc4,12074.37,0.3276,0.4261,0.01,3.2833,0,0.9801,0.8982,0.0857
8b948baa-825a-498b-b403-4a1cb8534c29,7452.57,0.5076,0.3403,0.16,3.8565,0,0.9801,0.7651,0.1187
8bc2baf1-8d74-447f-a2e4-b21bc08a7ee9,4532.73,0.4468,0.2938,0.16,3.4018,0,0.9814,1.2966,0.1949
8d6e7949-3e1a-40c4-a1fb-aaf7ef317fb6,12890.04,0.3035,0.1036,0.09,3.2322,0,0.9745,1.3318,0.1541
8e65eab0-93e4-48b8-a437-3a4c906fc8fa,13476.94,0.3768,0.1089,0.16,3.2754,0,0.9828,0.86,0.1461
8f82b738-ffad-4008-a410-73613737ce74,23014.35,0.9146,0.4137,5.17,1.118,0,1.2707,5.5148,0.0721
8f8a070b-a05c-4041-b0ba-5b7117e39a93,6314.48,0.4611,0.6025,0.11,3.5343,0,0.978,0.8835,0.2012
8f8a78ff-4424-4d5b-a074-0e6c741d8cb9,24111.85,0.7784,0.9502,1.34,1.7153,0,1.2637,3.3699,0.0786
906d6e3f-b9b8-4027-a8a2-c1729fb16e98,26588.11,0.6976,0.4324,0.95,1.6648,0,1.2712,3.4242,0.0934
906d9ec2-7b1f-462b-98e5-05f7905b593c,17324.11,0.2958,0.8459,0.08,2.8837,0,0.9803,0.8268,0.109
9090bf98-eff6-4a84-8f60-497f239597ad,14258.73,0.3262,0.1631,0.19,2.6215,0,0.9753,1.0093,0.1287
90af893f-b0aa-44db-8c99-15f1e2c190a5,10596.67,0.3669,1.0478,0.16,2.6053,0,0.9812,0.6923,0.1619
90e3d9ef-1048-4166-818c-c2819e211f68,31393.97,0.3404,0.555,0.44,1.8431,23,0.952,0.7841,0.1586
91bef927-3711-4926-ae3b-2dd020b043df,12303.25,0.3626,0.7342,0.07,4.0403,0,0.9764,0.8097,0.1233
924dce35-0e89-4093-a033-31ff09e5cd40,5044.44,0.4622,0.2656,0.23,3.1153,0,0.9849,0.8324,0.1218
927ecc7e-2ee5-48b9-a95c-7c5854bcb58c,16003.07,0.5367,0.0658,0.4,2.0664,0,0.9754,2.4328,0.118
92fae221-1686-4c2b-8f2a-bf47189fc404,12032.71,0.4866,0.3277,0.08,2.7236,0,0.9849,1.2188,0.1574
93bb1edd-97fd-40d5-8e2d-4f13ee1fd4c2,8068.12,0.8279,0.1918,0.55,2.1195,0,0.9775,2.253,0.0648
93ca6738-e85c-4e09-8f19-13d2401c800f,8090.24,0.4048,0.2623,0.21,3.216,0,0.974,1.1116,0.1772
95b07084-8c77-436e-8a33-a1dfc6e216e9,5190.03,0.4775,0.2563,0.04,3.3435,0,0.9848,1.0566,0.1054
95d43d99-bec7-41df-8656-27fa6e2301a1,9227.65,0.3011,0.2814,0.17,2.7544,0,0.9811,0.7575,0.1089
95edff59-1887-4cf6-b71d-857f497bed77,4299.62,0.4313,0.3126,0.27,2.9946,0,0.9831,0.7648,0.1405
96445c6f-3ca2-4a0f-898e-270efd69f112,14005.73,0.3178,0.9579,0.09,2.6228,0,0.9824,1.2325,0.1075
964f3055-f9c5-4916-8a81-ca994eb2cb9f,31890.05,0.1894,0.2923,8.27,1.4293,39,0.9797,1.0593,0.0981
977e6cd1-7ec8-40f0-b15c-46ef6ea7f508,5449.37,0.3839,0.2533,0.03,3.43,0,0.9779,0.9097,0.1229
97a4f991-e237-4dff-8ae5-ff63573ca85c,25114.16,0.8067,0.6427,1.16,2.0366,1,0.9831,3.8282,0.154
98b5813a-4326-4a47-b162-584b66246aff,9690.67,0.2646,0.4425,0.13,2.9461,0,0.9804,0.852,0.1213
996ea136-334a-4fd8-beb2-ca150ca85e0b,8835.6,0.3609,0.3619,0.11,3.4971,0,0.9852,1.083,0.1817
9a6c451d-68bb-4423-9db7-a3333422341b,9581.82,0.3316,0.5642,0.19,3.1567,0,0.9804,0.9943,0.1557
9b6e9466-d696-47cb-a0a2-960833a3baa3,18849.53,0.4622,0.7341,0.06,3.5191,0,0.9824,0.7949,0.1423
9bcef2a6-ee5f-4317-9865-b010225e20e0,8876.28,0.3155,0.5117,0.1,2.8815,0,0.9759,1.0965,0.0822
9cab091d-e31a-4c7f-aabe-d64a404a763f,10095.4,0.4539,0.6859,0.11,3.5036,0,0.9813,0.9308,0.1001
9cb57d26-4c4a-439e-a69c-10eaf3f6ce20,15222.52,0.2596,0.2779,0.1,2.9973,0,0.9818,0.8688,0.1021
9de7fdb1-ab9a-4665-bbb1-3250e7be09f8,11839.65,0.2036,0.3077,0.15,3.0557,0,0.9745,0.852,0.1576
9f6da7d4-ab2c-4e2a-a0a8-6533d06c89ca,12582.17,0.3752,0.5096,0.21,2.5683,0,0.8155,1.1144,0.1114
a1c035ce-96eb-4791-87bd-251dbaf20f13,15796.99,0.5018,0.265,0.16,3.0532,0,0.9724,1.3007,0.0967
a2a73869-58be-4c6e-9fcb-d1c5b8127f44,9563.32,0.3665,0.5569,0.21,2.7161,0,0.9789,0.5324,0.1135
a329e998-5951-48bb-9d08-492afbff6ee8,6179.18,0.5187,0.8872,0.14,3.3276,0,0.9787,0.9963,0.1822
a3ee91d6-2d60-4fbf-93c8-d1bf7c204a1f,17439.17,0.3683,0.3644,0.08,2.6233,1,0.9802,1.0921,0.1377
a3ff08b0-0dcd-409d-a086-e0e83ef5c76b,16430.21,0.3078,0.3528,0.05,4.4536,0,0.9813,0.6984,0.1297
a6a0ee28-d628-42bf-961f-970d9d715c4e,15101.66,0.3234,0.2195,0.12,2.8913,0,0.9836,0.8562,0.1117
a74baa70-d215-4f71-9dcc-bd08c0da51f1,4133.54,0.2718,0.639,0.19,3.3264,0,0.9817,1.1253,0.1386
a7c46146-d659-4ccc-8a6b-e2637b57f51b,27599.66,0.2236,0.3667,5.29,1.4631,29,0.9763,1.1295,0.1055
a7d71300-ab5c-40e1-ab5f-ea60575c40ba,15717.95,0.8484,0.769,2.06,1.7221,0,1.2619,4.092,0.1178
a7e090a5-b4d9-4935-af0c-064d8d38bbea,9765.21,0.4616,0.8967,0.25,2.4364,0,0.9723,0.7202,0.1725
a8768a0f-d656-4b04-a81f-5dea9b5f9924,6607.02,0.4334,0.2142,0.14,3.3492,0,0.9783,0.9564,0.1501
a8b5814c-7c74-47d7-bd7c-365571213b0a,9944.9,0.5476,0.5147,0.19,3.0732,0,0.9694,1.0668,0.174
a91cf72b-b684-46b7-936b-d8b875520d0a,5697.77,0.3447,0.2288,0.16,3.3966,0,0.9817,1.3278,0.1196
a9eb2a5d-e421-4bb6-ab1f-87c7cc3a91bf,4234.34,0.358,0.5958,0.04,3.8131,0,0.9744,1.051,0.1409
a9f1fcac-07a5-44f5-a887-c036ba821d33,12378.92,0.537,0.5855,0.37,2.7158,0,0.7276,0.9951,0.1613
aa0ac2b0-69e2-43b8-b87f-2293f933d83d,33340.69,0.2499,0.1438,7.99,1.4031,37,0.9793,1.1028,0.0844
aa438cf6-c730-4c79-a9df-aac849238d4c,5726.11,0.3329,0.3557,0.13,3.3427,0,0.9756,1.1098,0.0958
ae7d38c1-d825-4c5a-9e44-785775baa2d0,7257.83,0.4244,0.2602,0.24,2.97,0,0.979,0.8567,0.0927
af87d48d-a4de-4811-8168-4bd6f901015f,6080.85,0.3445,0.8959,0.23,2.9651,0,0.9822,0.739,0.16
aff35aed-783f-4a30-b45e-7e48a01463b9,16704.84,0.3058,0.8331,0.17,2.3542,0,0.9769,1.1384,0.0942
b0d2c17e-6ad5-44cb-94f0-b428c2ef7b3c,28557.36,0.3606,0.3191,0.12,2.4901,3,0.9817,0.6427,0.0848
b26802f1-b89f-4240-bec0-5364e411ae28,11025.99,0.5938,0.1069,0.11,3.146,0,1.8182,1.4632,0.1634
b2cf4b25-f969-4ee6-a782-530d8795fbea,7102.92,0.4977,0.4453,0.05,3.0871,0,1.9695,2.0633,0.0715
b2e08e37-88ec-4ba0-9bb5-69fcab200d4f,13606.86,0.4272,0.0643,0.07,3.4101,0,0.9767,1.2561,0.1224
b35a10cb-5567-49b2-8310-612402e34eba,17932.62,0.3869,0.7042,0.11,3.0413,0,0.9813,0.9097,0.1473
b373e8ed-6a43-4f93-8126-05dd61f62aa0,18033.79,0.3017,0.6134,0.09,3.1194,0,0.9786,0.807,0.1344
b37a7132-e6f5-4c31-8468-cbd382edd9fc,6462.46,0.3587,1.0354,0.14,2.6943,0,0.9799,0.6636,0.1208
b450bb9c-ced2-4811-b713-d13fdc5d5e20,36839.49,0.235,1.0065,3.43,1.5218,34,0.9769,1.0205,0.1002
b4a30231-aceb-47d5-a50c-3f509bbe2dd7,29294.74,0.7023,0.6917,0.87,1.8067,0,0.9833,2.8639,0.0718
b4e7c0d9-6401-429a-950a-7d6c76bfee40,12416.12,0.4796,1.3789,0.15,2.9813,0,0.976,0.8383,0.1365
b5070364-c43c-48c1-8def-829d7603b3a0,35666.11,0.6493,0.1434,0.87,1.8674,3,0.9778,2.338,0.0931
b69a19bb-33fa-49ed-bea0-c4dc7f9c2eab,14993.89,0.3426,0.3703,0.17,3.1962,0,0.9844,1.1892,0.1324
b741029a-09d1-4bd4-8474-4cbf40c38376,6800.01,0.4937,0.9871,0.06,2.718,0,0.9835,1.1823,0.0917
b752f6da-7118-46c6-b3c8-b4bf4b92ed48,8164.16,0.5794,0.8774,0.08,3.911,0,0.9742,1.1274,0.175
b7c2a433-4d73-4ad4-a6c8-1bbd7f050789,48235.33,0.2462,0.6777,1.39,1.6356,44,0.9849,1.0537,0.0864
b852f4c4-82f6-43de-a831-149f5d7d7847,15959.43,0.4707,0.3129,0.03,2.7922,0,0.9784,0.9145,0.0865
b95aab94-0d22-4eff-9ed6-664d5503c831,25920.02,0.8877,0.9794,1.53,1.6931,0,1.2712,4.0429,0.0813
b9bf3396-9e8a-444e-8dda-1d6019a67e75,5593.9,0.4617,0.4434,0.18,2.8694,0,0.9713,1.321,0.1381
bc465a22-8186-45e6-b63f-5065d662b385,8329.62,0.3789,1.1146,0.09,3.04,0,0.9813,1.3813,0.1071
bcbd4e42-74b1-4e12-810d-44b24e51bc3a,24957.77,0.7843,0.2332,1.0,1.823,0,1.2692,3.3866,0.086
bdac3a58-1105-4e63-8c8d-5b339619b870,13737.08,0.4313,1.0651,0.32,2.5216,1,0.7273,1.0716,0.1712
be773dac-8692-49ad-a96e-b376b2ca6b24,3519.75,0.4898,0.1895,0.38,2.813,0,0.977,0.6783,0.1416
be9f6471-d5fd-4dc3-9d68-07fa032289d7,16930.32,0.327,0.1713,0.12,3.1532,0,0.9794,0.971,0.0991
bf93431d-5397-4106-b714-0af6992bfbc1,6868.39,0.3015,1.1364,0.22,2.9383,0,0.9799,1.3671,0.1149
bf93e9e0-73e9-4f25-95aa-7dedaaf249fc,19356.1,0.2746,0.4592,0.1,3.3033,0,0.9775,0.7513,0.1132
c005bbd5-86a5-4b47-8b99-9b4c3fea8f52,12423.29,0.4032,0.2931,0.08,3.2043,0,0.9849,1.1944,0.1445
c039926e-7983-444e-9bfa-0f4c6a3eb982,22916.59,0.3326,0.4433,0.17,2.4168,1,0.9752,0.6988,0.1121
c0643026-15d5-4ab4-8d53-9c885851730c,12955.34,0.4745,0.285,0.1,3.1413,0,0.9825,1.3138,0.1789
c0b94406-dd2c-43b8-b48f-93575eca853e,12285.68,0.4342,0.9379,0.07,3.3426,0,0.9746,0.8423,0.099
c10634f0-064a-4ea2-9f56-39c53446b8f0,9118.01,0.4565,1.1058,0.17,3.1965,0,0.9762,0.7445,0.1094
c2330211-5664-452b-bcae-7406eafc133e,8614.94,0.6648,0.075,0.14,3.1817,0,1.6372,1.7435,0.1039
c336bcc4-cf68-4e2b-bb8f-9bf3e0542dd0,6001.41,0.3258,0.6197,0.1,3.2479,0,0.9836,0.4401,0.1048
c36e22ef-6bfd-4931-ac94-f8625729bb03,12563.61,0.3848,1.082,0.06,3.1638,0,0.9838,0.7205,0.1206
c37dda3a-048d-4686-a130-cbcdfbf17bee,19320.66,0.4291,0.2063,0.07,3.622,0,0.9809,0.6734,0.1176
c4616690-d41f-43ca-8e8f-4144c9666ca0,11451.19,0.2915,0.6131,0.13,3.2965,0,0.9767,0.6892,0.1346
c4ae4b76-0c53-4ecb-97b1-34d0f7354c5c,11809.08,0.6811,0.7881,0.19,2.63,0,0.9801,0.9053,0.1803
c5436986-e575-4550-878a-96a35fad67db,15736.72,0.4134,0.7226,0.12,3.2566,0,0.9794,1.5081,0.1154
c5447b55-d988-44ef-9756-c7326a8e96e9,5421.56,0.4822,0.4656,0.15,2.8697,0,0.9806,0.9373,0.1366
c6197abe-387c-4ded-b087-df984031eeca,11926.08,0.6127,0.1284,0.07,3.4442,0,0.9741,0.9342,0.1226
c72e6d2a-df11-4df7-8daf-7cad3887db7c,18641.68,0.3185,0.7626,0.15,3.25,0,0.975,0.8028,0.1127
c75dcaa5-9b7c-4280-86f7-bce7bb38b02a,11269.63,0.4094,0.1869,0.03,3.4312,0,0.9808,0.7501,0.1269
c7b0ff26-1e3e-441b-a988-cc6d9bcf91a7,10608.84,0.3271,0.4509,0.09,3.0595,0,1.7011,0.9969,0.0956
c836267e-54fa-4ef4-b307-69fd3cda2049,15529.78,0.3011,0.807,0.05,3.8471,0,0.9823,0.7615,0.1046
c92d84c0-1d09-4e34-8fa6-593410e01b59,14554.47,0.4344,0.3663,0.08,3.1019,0,0.9765,1.0963,0.1906
ca8ac2d7-5d48-46e9-94c5-08b3534e874b,5448.59,0.5164,0.6523,0.1,2.8615,0,0.9823,0.8625,0.1291
ca9c76ba-5371-4a44-9553-b0b9e57968af,6397.03,0.5239,0.2641,0.03,3.8672,0,0.9733,0.7909,0.1937
caf980ee-39e1-40ea-8259-f87700e77018,15407.58,0.4508,0.5294,0.13,2.6738,0,0.7283,0.8558,0.1204
cb256a02-8c52-4fb5-8220-80e7d2e5c60c,12867.69,0.2861,0.4866,0.09,3.0725,0,0.9817,0.9843,0.1056
cbcd2eb2-edaa-4f51-9506-7ede5b055799,12402.7,0.4279,0.4636,0.08,3.3014,0,0.7335,0.7457,0.11
cc663610-f349-48f6-9460-e406dbeec16f,22627.6,0.9422,0.3703,1.94,1.5273,0,1.2667,5.1557,0.0804
cd62e173-67de-40db-a93d-f1ef6e772597,13212.98,0.335,0.6805,0.25,2.6745,1,0.9833,2.368,0.1633
ce21c0a5-dfef-4d17-b561-2dee5dfff137,16982.97,0.4045,0.1901,0.12,3.0114,0,0.9794,1.0535,0.1192
ceec7fae-d3f9-4028-a1a6-57f6adcee945,24822.95,0.3108,0.0736,0.13,3.1281,0,0.9774,1.0593,0.0939
cfe2fc1a-64ae-42fc-bca4-4fba256919d7,19318.59,0.3474,1.0568,0.29,2.6243,0,0.9755,0.549,0.1404
d030e685-09f7-4e7e-98c4-609c1702e897,11694.87,0.4955,0.1963,0.04,3.48,0,0.9831,0.5567,0.1388
d0355e7a-8fda-4189-b8b5-c8e1de9b13e6,23117.23,0.3092,0.6608,0.11,2.7673,2,0.9793,1.0875,0.0879
d087e32d-21fd-4475-b9e5-8b6fbd156cf2,10555.9,0.6472,0.5939,0.06,3.3328,0,1.9418,2.1123,0.0988
d0a3c022-3baa-4ced-9b68-2cbc70724095,7266.1,0.6105,1.1371,0.16,2.6,0,0.9763,0.9652,0.1517
d0c6cb8d-1cd3-408b-af6c-8a6fc94c16a8,14263.29,0.2584,0.9664,0.24,2.6873,0,0.9759,1.1595,0.1236
d0dfc9d5-0f2f-4283-8f29-aa5588ee1f7e,16863.35,0.3133,0.1388,0.07,2.8904,0,0.9799,1.3962,0.1156
d1db33a0-47f1-4f48-9e39-c4ea9b68ac79,12793.86,0.4631,0.7309,0.16,3.1667,0,0.9839,1.2193,0.1184
d1e97458-cb65-451d-9d1e-f6af302568eb,8613.3,0.4597,1.113,0.11,3.2952,0,0.9783,1.0371,0.2345
d1ef2ec4-9a06-4c4d-a451-26fa9eccadae,6465.4,0.3428,0.581,0.05,3.0913,0,0.9801,0.8418,0.0904
d32fbe9c-8ea0-4a4d-9495-166c34687ee9,18760.92,0.4181,0.9094,0.19,2.6673,0,0.9771,1.2108,0.1371
d35610b7-3791-4938-a4a4-c012a2a905fa,19015.77,0.401,0.4873,0.06,3.3833,0,0.9767,1.2227,0.1207
d35e12ec-5da0-476b-918d-f4e9aba2f52a,18036.02,0.2785,0.1789,0.09,2.5972,0,0.9808,1.1842,0.0915
